timestamp,open,high,low,close,volume
2025-07-08 13:00:00,661.21,661.83,660.1,661.61,3766.722
2025-07-08 14:00:00,661.61,661.61,658.11,658.34,3904.128
2025-07-08 15:00:00,658.34,659.4,657.64,658.18,3034.384
2025-07-08 16:00:00,658.17,659.61,657.36,658.68,3045.647
2025-07-08 17:00:00,658.69,661.61,658.65,660.83,5005.651
2025-07-08 18:00:00,660.84,662.0,660.83,661.76,3068.149
2025-07-08 19:00:00,661.77,661.98,660.36,660.96,2042.986
2025-07-08 20:00:00,660.96,660.98,658.8,658.81,2007.852
2025-07-08 21:00:00,658.81,659.9,657.75,659.85,2741.224
2025-07-08 22:00:00,659.84,660.12,658.73,660.07,1101.729
2025-07-08 23:00:00,660.06,660.78,659.51,660.63,1854.566
2025-07-09 00:00:00,660.63,661.58,660.06,661.58,2211.954
2025-07-09 01:00:00,661.58,662.43,660.15,660.67,3223.339
2025-07-09 02:00:00,660.67,662.18,660.52,661.53,4199.196
2025-07-09 03:00:00,661.54,661.84,660.83,661.61,2901.106
2025-07-09 04:00:00,661.61,662.11,661.27,662.1,2552.345
2025-07-09 05:00:00,662.1,664.13,662.1,664.12,4432.382
2025-07-09 06:00:00,664.13,664.55,663.09,663.57,3003.218
2025-07-09 07:00:00,663.57,663.64,662.37,662.61,2244.205
2025-07-09 08:00:00,662.6,662.87,660.94,660.96,3424.384
2025-07-09 09:00:00,660.96,660.96,659.96,660.19,3505.268
2025-07-09 10:00:00,660.19,660.65,659.05,660.65,3989.514
2025-07-09 11:00:00,660.65,662.27,660.64,661.35,3463.387
2025-07-09 12:00:00,661.35,662.6,660.68,662.23,6569.879
2025-07-09 13:00:00,662.23,663.02,661.9,662.06,5283.41
2025-07-09 14:00:00,662.06,663.46,660.26,661.85,6379.328
2025-07-09 15:00:00,661.85,663.06,660.11,662.46,7641.005
2025-07-09 16:00:00,662.46,663.44,662.0,662.81,5232.463
2025-07-09 17:00:00,662.82,662.89,662.0,662.71,2478.933
2025-07-09 18:00:00,662.71,665.66,662.4,664.96,8475.054
2025-07-09 19:00:00,664.96,670.0,664.92,669.26,15676.469
2025-07-09 20:00:00,669.26,671.5,666.41,666.42,11643.598
2025-07-09 21:00:00,666.43,668.91,666.2,667.37,5834.444
2025-07-09 22:00:00,667.36,670.53,667.35,670.08,4896.468
2025-07-09 23:00:00,670.08,670.08,668.31,668.68,4290.246
2025-07-10 00:00:00,668.69,670.55,668.45,669.86,4048.115
2025-07-10 01:00:00,669.86,669.97,668.15,669.39,4497.553
2025-07-10 02:00:00,669.39,670.94,669.3,670.64,6073.962
2025-07-10 03:00:00,670.65,671.47,670.0,670.5,6163.525
2025-07-10 04:00:00,670.5,672.9,670.1,672.44,4241.165
2025-07-10 05:00:00,672.44,673.21,672.17,673.06,4015.048
2025-07-10 06:00:00,673.07,673.09,670.0,670.35,6164.386
2025-07-10 07:00:00,670.36,672.36,670.25,671.66,7077.606
2025-07-10 08:00:00,671.65,674.0,671.6,672.18,14322.113
2025-07-10 09:00:00,672.18,672.88,670.91,671.28,8473.424
2025-07-10 10:00:00,671.28,671.33,669.29,670.22,8389.517
2025-07-10 11:00:00,670.22,672.0,669.62,670.01,6020.797
2025-07-10 12:00:00,670.0,671.0,669.29,670.97,3942.542
2025-07-10 13:00:00,670.96,671.78,669.77,670.09,5744.976
2025-07-10 14:00:00,670.1,670.4,667.88,669.5,5353.669
2025-07-10 15:00:00,669.51,669.51,667.25,668.17,4242.584
2025-07-10 16:00:00,668.16,672.37,667.85,672.04,10771.717
2025-07-10 17:00:00,672.05,675.5,671.23,675.31,10334.667
2025-07-10 18:00:00,675.32,677.12,673.47,675.58,16894.068
2025-07-10 19:00:00,675.57,679.0,675.57,675.92,9277.78
2025-07-10 20:00:00,675.92,677.1,675.6,676.4,5050.831
2025-07-10 21:00:00,676.4,686.84,676.05,684.69,39181.92
2025-07-10 22:00:00,684.68,687.7,684.2,687.0,13775.544
2025-07-10 23:00:00,687.01,687.46,683.69,685.8,10910.027
2025-07-11 00:00:00,685.8,690.0,683.81,687.93,14886.523
2025-07-11 01:00:00,687.94,692.0,687.57,689.29,17839.472
2025-07-11 02:00:00,689.29,690.74,688.1,690.23,9090.251
2025-07-11 03:00:00,690.23,691.21,689.22,689.45,7891.676
2025-07-11 04:00:00,689.44,689.58,687.5,689.39,8172.188
2025-07-11 05:00:00,689.38,695.0,689.38,693.24,22672.792
2025-07-11 06:00:00,693.24,694.88,687.86,688.18,13900.159
2025-07-11 07:00:00,688.19,688.19,684.64,684.89,15212.523
2025-07-11 08:00:00,684.89,688.13,684.57,688.1,8561.597
2025-07-11 09:00:00,688.11,690.82,687.9,689.2,12219.557
2025-07-11 10:00:00,689.2,689.99,688.63,689.3,12424.359
2025-07-11 11:00:00,689.31,689.8,687.36,688.31,13523.245
2025-07-11 12:00:00,688.3,689.85,687.5,689.7,4483.634
2025-07-11 13:00:00,689.71,691.38,688.41,690.81,9967.885
2025-07-11 14:00:00,690.81,694.26,689.76,692.18,11501.074
2025-07-11 15:00:00,692.17,693.11,686.18,687.26,15250.088
2025-07-11 16:00:00,687.26,694.0,686.1,693.99,14526.574
2025-07-11 17:00:00,694.0,696.4,693.31,695.56,19331.285
2025-07-11 18:00:00,695.56,697.24,694.9,695.89,8412.584
2025-07-11 19:00:00,695.89,695.97,692.78,694.0,4575.273
2025-07-11 20:00:00,694.0,694.18,691.03,691.28,4262.507
2025-07-11 21:00:00,691.28,692.2,686.92,688.8,7216.24
2025-07-11 22:00:00,688.8,689.52,682.83,686.21,7834.067
2025-07-11 23:00:00,686.21,690.0,686.09,689.99,4598.351
2025-07-12 00:00:00,689.98,692.04,688.06,691.63,8728.786
2025-07-12 01:00:00,691.64,694.98,691.64,693.78,7160.37
