timestamp,open,high,low,close,volume
2025-08-25 17:45:00,4579.68,4599.06,4572.42,4586.81,3248.2474
2025-08-25 18:00:00,4586.81,4597.0,4574.17,4593.18,2656.5943
2025-08-25 18:15:00,4593.18,4595.35,4580.0,4584.96,2920.1128
2025-08-25 18:30:00,4584.97,4587.42,4569.49,4575.36,4466.4119
2025-08-25 18:45:00,4575.36,4580.62,4570.91,4574.59,2653.6408
2025-08-25 19:00:00,4574.6,4578.18,4555.84,4557.71,7550.288
2025-08-25 19:15:00,4557.7,4557.99,4507.0,4524.16,22683.8206
2025-08-25 19:30:00,4524.17,4524.17,4453.0,4467.45,22017.8968
2025-08-25 19:45:00,4467.45,4478.95,4416.0,4420.34,16594.4449
2025-08-25 20:00:00,4420.34,4446.19,4379.8,4400.0,30242.5823
2025-08-25 20:15:00,4400.01,4423.52,4386.51,4407.72,14119.0982
2025-08-25 20:30:00,4407.73,4409.96,4334.13,4372.77,31892.0266
2025-08-25 20:45:00,4372.77,4386.22,4338.93,4352.13,18553.1437
2025-08-25 21:00:00,4352.13,4378.62,4338.87,4352.22,21328.7085
2025-08-25 21:15:00,4352.22,4381.2,4351.72,4357.07,15231.7443
2025-08-25 21:30:00,4357.06,4385.71,4343.54,4362.01,17639.2373
2025-08-25 21:45:00,4362.01,4386.85,4348.84,4350.81,12358.2656
2025-08-25 22:00:00,4350.81,4372.52,4350.81,4365.05,9929.4629
2025-08-25 22:15:00,4365.05,4392.74,4355.22,4391.17,12626.2616
2025-08-25 22:30:00,4391.17,4416.94,4386.84,4415.72,13945.7477
2025-08-25 22:45:00,4415.72,4415.73,4384.61,4392.28,10104.9135
2025-08-25 23:00:00,4392.28,4392.29,4365.31,4374.58,13820.4777
2025-08-25 23:15:00,4374.58,4385.3,4353.56,4365.02,10857.2377
2025-08-25 23:30:00,4365.01,4384.5,4361.0,4384.5,6237.7725
2025-08-25 23:45:00,4384.5,4390.73,4371.09,4376.18,11347.747
2025-08-26 00:00:00,4376.17,4383.59,4345.28,4364.32,16165.9383
2025-08-26 00:15:00,4364.32,4386.11,4360.48,4380.74,9675.7779
2025-08-26 00:30:00,4380.73,4394.69,4347.99,4348.7,14747.5032
2025-08-26 00:45:00,4348.7,4372.26,4320.46,4331.63,17860.758
2025-08-26 01:00:00,4331.62,4366.39,4311.04,4350.81,16066.5667
2025-08-26 01:15:00,4350.82,4387.82,4344.81,4387.27,9606.6179
2025-08-26 01:30:00,4387.27,4397.39,4373.34,4390.73,8369.0972
2025-08-26 01:45:00,4390.72,4422.9,4389.46,4421.52,12870.0377
2025-08-26 02:00:00,4421.52,4451.72,4416.26,4444.05,11897.2254
